FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"253","כלל תמר אג""ח עד 25% מניות","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202101","4/1/1979 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","9.16","48.46","-70.3","-109.6","11133.66","0.58","0.11","1.06","1.06","13.18","28.92","4.21","5.21","4.98","0.96","0.93","81.60","2330.60","3304.11","2184.03","512244146","3/28/2021 12:00:00 AM"
"253","כלל תמר אג""ח עד 25% מניות","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202102","4/1/1979 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","13.05","42.07","-61.52","-90.54","11070.42","0.58","0.11","0.29","1.35","14.55","30.30","4.63","5.44","4.95","1.44","0.95","81","2287.09","3412.07","2171.59","512244146","3/28/2021 12:00:00 AM"
"257","הלמן-אלדובי גמל ישראל","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","10/1/1975 12:00:00 AM","כלל האוכלוסיה","ישראל","ישראל","3.37","12.93","-30.51","-40.07","2715.83","0.72","1.29","0.77","0.77","14.84","28.07","4.72","5.07","6.14","0.24","0.77","75.10","1237.60","760.19","578.80","512227265","3/28/2021 12:00:00 AM"
"257","הלמן-אלדובי גמל ישראל","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","10/1/1975 12:00:00 AM","כלל האוכלוסיה","ישראל","ישראל","3.37","10.36","-31.44","-38.43","2693.98","0.72","1.29","0.66","1.44","16.88","29.80","5.34","5.35","6.12","0.60","0.81","74.90","1252.88","781.03","602.81","512227265","3/28/2021 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.09","0.1","-4.8","-4.81","150.79","0.02","0","0.73","0.73","14.84","26.74","4.72","4.85","5.39","0.24","0.84","79.30","65.76","65.88","33.83","512227265","3/28/2021 12:00:00 AM"
"259","הלמן-אלדובי גמל כללי (לשעבר קופת פקידי מרכנתיל דיסקונט)","תגמולים ואישית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","1/1/1972 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.05","0.34","-6.82","-7.11","144.44","0.02","0","0.46","1.19","16.24","27.99","5.14","5.06","5.37","0.48","0.86","78.90","63.04","64.38","30.63","512227265","3/28/2021 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","1.09","1.96","-0.01","-0.88","508.26","0.52","0.36","1.22","1.22","13.47","31.11","4.30","5.57","7.08","0.12","0.72","83.30","202.96","228.57","125.58","512245812","3/28/2021 12:00:00 AM"
"260","מנורה מבטחים אמיר כללי","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","4/1/1977 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","2.3","0.68","-9.01","-7.39","504.28","0.52","0.36","0.70","1.93","15.41","32.51","4.89","5.79","7.07","0.36","0.75","83.10","209.82","233.60","118.24","512245812","3/28/2021 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202101","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","1.51","-0.29","-1.8","193.53","0.97","","0.97","0.97","14.57","25.76","4.64","4.69","6.12","-0.24","0.74","84","81.68","72.77","45.44","512227265","3/28/2021 12:00:00 AM"
"262","הלמן-אלדובי מרכזית לפיצויים כללי","מרכזית לפיצויים","הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ","202102","4/1/1975 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","1.24","0","-1.24","192.82","0.97","","0.35","1.32","16.13","26.77","5.11","4.86","6.11","0","0.75","84.10","82.60","74.40","46.61","512227265","3/28/2021 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202101","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","8.38","8.14","-21.63","-21.39","4130.57","0.25","0","1.36","1.36","17.85","34.34","5.63","6.08","6.54","1.32","0.90","79","1854.88","1708.20","933.23","512244146","3/28/2021 12:00:00 AM"
"263","בר קרן גמולים קופת גמל לתגמולים ופיצויים בניהול כלל גמל בע""מ","תגמולים ואישית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202102","1/1/1974 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","8.33","10.69","-15.92","-18.28","4157.69","0.25","0","1.12","2.50","20.64","37.01","6.45","6.50","6.51","1.92","0.96","78.80","1873.19","1758.28","938.26","512244146","3/28/2021 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","0.82","4.67","-13.29","-17.14","1263.04","0.53","0.40","0.78","0.78","10.95","19.63","3.52","3.65","4.61","-0.48","0.74","84.40","250.52","299.44","185.32","513765347","3/28/2021 12:00:00 AM"
"270","פסגות גדיש אגח עד 20% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","11/22/1992 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","0.6","1.71","-13.08","-14.19","1249.48","0.53","0.40","0.07","0.85","11.96","19.94","3.84","3.70","4.60","-0.24","0.74","84.20","246.86","310.30","187.71","513765347","3/28/2021 12:00:00 AM"
"282","קרן השתלמות למורים בבתיה""ס העי""ס במכללות ובסמינרים (מקוצר)","קרנות השתלמות","ארגון המורים העל יסודיים","עגור חברה לניהול קופות גמל וקרנות השתלמות בע""מ","202101","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","4.41","3.27","-4.02","-2.88","480.95","0.20","","1.08","1.08","10.01","22.83","3.23","4.20","6.12","-0.60","0.64","86.80","198.41","165.50","102.18","520024985","3/28/2021 12:00:00 AM"
"282","קרן השתלמות למורים בבתיה""ס העי""ס במכללות ובסמינרים (מקוצר)","קרנות השתלמות","ארגון המורים העל יסודיים","עגור חברה לניהול קופות גמל וקרנות השתלמות בע""מ","202102","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","5.69","3.17","-2.69","-0.17","482.58","0.20","","0.39","1.47","11.80","24.39","3.79","4.46","6.09","-0.24","0.67","86.50","208.53","176.96","95.86","520024985","3/28/2021 12:00:00 AM"
"284","קרן השתלמות למורים וגננות מסלול מקוצר - מסלול כללי","קרנות השתלמות","הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ","202101","1/1/1987 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","2.06","5.27","-4.83","-8.04","795.36","0.12","","1.20","1.20","14.88","27.12","4.73","4.92","6.05","0.60","0.79","83","335.44","274.58","173.86","520027251","3/28/2021 12:00:00 AM"
"284","קרן השתלמות למורים וגננות מסלול מקוצר - מסלול כללי","קרנות השתלמות","הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים ולגננות - חברה מנהלת בע""מ","202102","1/1/1987 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","9.85","4.86","-3.29","1.7","805.50","0.12","","1.07","2.28","17.37","29.39","5.48","5.29","6.03","1.08","0.85","82.80","345.95","280.46","174","520027251","3/28/2021 12:00:00 AM"
"285","קרן השתלמות למורים תיכונים  מסלול מקוצר מסלול כללי","קרנות השתלמות","הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ","202101","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","3.03","2.42","-6.31","-5.7","598.31","0.12","","1.15","1.15","15.78","28.68","5.01","5.17","6.12","0.72","0.82","81.30","246.25","215.41","137.88","520028390","3/28/2021 12:00:00 AM"
"285","קרן השתלמות למורים תיכונים  מסלול מקוצר מסלול כללי","קרנות השתלמות","הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ","202102","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","5.56","2.94","-2.61","0.01","603.90","0.12","","0.96","2.12","18.12","30.81","5.71","5.52","6.10","1.20","0.87","81","254.35","223.75","135.26","520028390","3/28/2021 12:00:00 AM"
"286","אומגה קרן השתלמות מסלול כללי","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים והסתדרות המהנדסים ניהול קופות גמל בע""מ","202101","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","7.96","7.07","-37.96","-37.07","2258.78","0.58","","1.07","1.07","13.48","31.70","4.31","5.66","6.77","0.72","0.75","83.20","912.67","983.18","521.94","520027715","3/28/2021 12:00:00 AM"
"286","אומגה קרן השתלמות מסלול כללי","קרנות השתלמות","מנורה מבטחים החזקות בע""מ","מנורה מבטחים והסתדרות המהנדסים ניהול קופות גמל בע""מ","202102","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","8.53","5.61","-34.51","-31.59","2242.73","0.58","","0.72","1.80","15.37","33.64","4.88","5.97","6.75","1.08","0.79","83.50","945.82","1013.39","523.51","520027715","3/28/2021 12:00:00 AM"
"288","קרן השתלמות לאקדמאים במדעי החברה והרוח מסלול כללי","קרנות השתלמות","הסתדרות האקדמאים במדעי החברה והרוח","החברה לניהול קרן השתלמות לאקדמאים במדעי החברה והרוח בע""מ","202101","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","13.13","11.47","-36.08","-34.42","2716.47","0.25","","1.21","1.21","12.07","25.88","3.87","4.71","6.30","0","0.70","91.30","1178.60","823.89","560.25","520027954","3/28/2021 12:00:00 AM"
"288","קרן השתלמות לאקדמאים במדעי החברה והרוח מסלול כללי","קרנות השתלמות","הסתדרות האקדמאים במדעי החברה והרוח","החברה לניהול קרן השתלמות לאקדמאים במדעי החברה והרוח בע""מ","202102","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","14.54","10.02","-26.51","-21.99","2709.84","0.25","","0.58","1.80","14.13","27.62","4.50","5","6.27","0.36","0.74","91.80","1195.48","835.41","557.66","520027954","3/28/2021 12:00:00 AM"
"289","קרן השתלמות לעובדי בנק ישראל","קרנות השתלמות","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","1/1/1970 12:00:00 AM","עובדי מפעל/גוף מסויים","כללי","כללי","0.29","0.01","-0.17","0.11","153.49","0.29","","1.09","1.09","15.24","30.61","4.84","5.49","6.33","0.72","0.83","82.30","62.56","60.05","35.64","512065202","3/28/2021 12:00:00 AM"
"289","קרן השתלמות לעובדי בנק ישראל","קרנות השתלמות","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","1/1/1970 12:00:00 AM","עובדי מפעל/גוף מסויים","כללי","כללי","0.37","0.52","0","-0.15","155","0.29","","1.11","2.21","17.73","32.96","5.59","5.86","6.32","1.20","0.89","82.20","64.25","53.82","35.94","512065202","3/28/2021 12:00:00 AM"
"290","קרן השתלמות להנדסאים וטכנאים - מסלול כללי","קרנות השתלמות","אחר","החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בע""מ","202101","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","38.6","5.91","-19.94","12.75","2067.60","0.35","","0.92","0.92","13.49","27.05","4.31","4.90","5.94","0.48","0.79","87.30","716.81","716.92","507.30","520028556","3/28/2021 12:00:00 AM"
"290","קרן השתלמות להנדסאים וטכנאים - מסלול כללי","קרנות השתלמות","אחר","החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בע""מ","202102","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","-15.77","7.77","-13.4","-36.94","2038.24","0.35","","0.39","1.31","15.31","28.43","4.86","5.13","5.92","0.72","0.81","86.60","747.60","815.48","528.47","520028556","3/28/2021 12:00:00 AM"
"292","קרן השתלמות למשפטנים בע""מ","קרנות השתלמות","הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית","החברה לניהול קרן השתלמות למשפטנים בע""מ","202101","1/1/1971 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","2.66","0.29","-5.99","-3.62","402.48","0.47","","1.01","1.01","11.17","24.70","3.59","4.51","6.19","0","0.68","88.30","172.52","126.43","72.22","520028861","3/28/2021 12:00:00 AM"
"292","קרן השתלמות למשפטנים בע""מ","קרנות השתלמות","הסתדרות העובדים הכללית החדשה מס' אגודה עות'מאנית","החברה לניהול קרן השתלמות למשפטנים בע""מ","202102","1/1/1971 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","2.66","2.2","-4.99","-4.53","401.40","0.47","","0.88","1.90","13.64","26.91","4.35","4.88","6.16","0.48","0.73","87.80","177.57","127.66","76.76","520028861","3/28/2021 12:00:00 AM"
"293","ק.ס.מ. קרן השתלמות לביוכימאים ומקרוביולוגים בע""מ","קרנות השתלמות","הסתדרות המיקרוביולוגים והביוכימאים","החברה לניהול קרן השתלמות לביוכימאים  ומקרוביולוגים בע""מ","202101","1/1/1973 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","1.35","1.3","-4.2","-4.15","322.11","0.46","","0.83","0.83","10.54","23.83","3.40","4.37","6.60","-0.36","0.62","90.30","143.27","109.77","39.88","520029620","3/28/2021 12:00:00 AM"
"293","ק.ס.מ. קרן השתלמות לביוכימאים ומקרוביולוגים בע""מ","קרנות השתלמות","הסתדרות המיקרוביולוגים והביוכימאים","החברה לניהול קרן השתלמות לביוכימאים  ומקרוביולוגים בע""מ","202102","1/1/1973 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","1.35","1.28","-3.21","-3.14","319.91","0.46","","0.33","1.16","12.32","25.25","3.95","4.61","6.58","0","0.64","90.50","139.07","105.89","36.90","520029620","3/28/2021 12:00:00 AM"
"294","קרן השתלמות לשופטים","קרנות השתלמות","אחר","החברה לניהול קרן השתלמות לשופטים בע""מ","202101","4/1/1976 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","1.8","1.68","-2.8","-2.68","287.79","0.39","","1.13","1.13","13.21","26.90","4.22","4.88","6.34","0.48","0.74","86.70","119.49","89.19","60.40","520030743","3/28/2021 12:00:00 AM"
"294","קרן השתלמות לשופטים","קרנות השתלמות","אחר","החברה לניהול קרן השתלמות לשופטים בע""מ","202102","4/1/1976 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","1.31","2.81","-2.72","-4.22","286.25","0.39","","0.95","2.09","15.84","29.35","5.02","5.28","6.31","0.96","0.79","86.30","122.34","92.07","64.89","520030743","3/28/2021 12:00:00 AM"
"295","ק.ה.ר. קרן השתלמות לרוקחים בע""מ","קרנות השתלמות","אחר","ק.ה.ר - קרן השתלמות לרוקחים בע""מ","202101","1/1/1975 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","1.14","0.42","-3.05","-2.33","143.25","0.86","","1.01","1.01","10.72","23.64","3.45","4.34","6.68","-0.24","0.63","92.60","62.56","41.62","20.81","520030198","3/28/2021 12:00:00 AM"
"295","ק.ה.ר. קרן השתלמות לרוקחים בע""מ","קרנות השתלמות","אחר","ק.ה.ר - קרן השתלמות לרוקחים בע""מ","202102","1/1/1975 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","1.13","0.79","-2.52","-2.18","142.25","0.86","","0.89","1.91","13.26","25.56","4.24","4.66","6.67","0.12","0.67","92.60","61.99","40.81","20.49","520030198","3/28/2021 12:00:00 AM"
"299","מינהל - קרן ההשתלמות לפקידים עובדי המינהל והשרותים - מסלול כללי","קרנות השתלמות","הסתדרות המעו""ף, מינהל עובדי משק ופקידים ","החברה המנהלת של מינהל קרן ההשתלמות לפקידים עובדי המנהל והשירותים בע""מ","202101","4/1/1978 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","4.68","4.75","-1.51","-1.58","827.07","0.55","","1.43","1.43","18.82","32.98","5.92","5.87","5.50","2.52","1.08","90.50","370.67","291.66","132.81","520030990","3/28/2021 12:00:00 AM"
"299","מינהל - קרן ההשתלמות לפקידים עובדי המינהל והשרותים - מסלול כללי","קרנות השתלמות","הסתדרות המעו""ף, מינהל עובדי משק ופקידים ","החברה המנהלת של מינהל קרן ההשתלמות לפקידים עובדי המנהל והשירותים בע""מ","202102","4/1/1978 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","4.91","4.73","0.72","0.9","831.21","0.55","","0.44","1.88","21.03","34.82","6.57","6.16","5.46","2.88","1.11","89.90","372.22","292.60","127.20","520030990","3/28/2021 12:00:00 AM"
"328","קופת תגמולים ופיצויים של מפעלי נייר חדרה","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","1/1/1970 12:00:00 AM","עובדי מפעל/גוף מסויים","כללי","כללי","0.07","0.02","0","0.05","55.62","0.43","0","0.76","0.76","15.28","30.95","4.85","5.54","5.82","1.44","0.91","86.10","23.06","20.62","12.71","512065202","3/28/2021 12:00:00 AM"
"328","קופת תגמולים ופיצויים של מפעלי נייר חדרה","תגמולים ואישית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","1/1/1970 12:00:00 AM","עובדי מפעל/גוף מסויים","כללי","כללי","0.04","0","-0.04","0","56.03","0.43","0","0.76","1.53","17.28","32.89","5.46","5.85","5.79","1.80","0.95","86.30","23.62","19.69","12.98","512065202","3/28/2021 12:00:00 AM"
"372","שיבולת קופת תגמולים","תגמולים ואישית לפיצויים","הקיבוץ הדתי אגודה שיתופית בע""מ","שיבולת - חברה לניהול קופות גמל בע""מ","202101","10/1/1976 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","0","0","-2.61","-2.61","889.33","0.20","","0.41","0.41","8.26","14.49","2.68","2.74","3.09","-0.36","0.79","83.10","10.11","49.59","44.14","520030693","3/28/2021 12:00:00 AM"
"372","שיבולת קופת תגמולים","תגמולים ואישית לפיצויים","הקיבוץ הדתי אגודה שיתופית בע""מ","שיבולת - חברה לניהול קופות גמל בע""מ","202102","10/1/1976 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","0","0","-1.46","-1.46","885.43","0.20","","-0.26","0.15","8.76","14.05","2.84","2.66","3.10","-0.36","0.75","82.90","11.39","54.79","40.76","520030693","3/28/2021 12:00:00 AM"
"378","ק.ל.ע - קרן השתלמות לעובדים סוציאלים מסלול כללי","קרנות השתלמות","איגוד העובדים הסוציאליים","ק.ל.ע. - חברה לניהול קרן השתלמות לעובדים סוציאליים בע""מ","202101","1/1/1970 12:00:00 AM","עובדי סקטור מסויים","כללי","כללי","6.89","4.03","-7.84","-4.98","705.87","0.39","","1.21","1.21","11.25","24.38","3.62","4.46","6.15","0","0.68","87","340.62","286.08","126.14","520030941","3/28/2021 12:00:00 AM"
